driver,team,lap,stint,compound,tyre_age,lap_time_s,traffic_ratio,clean_air_share,missing,telemetry_coverage,candidate_weight,fuel_adjusted_lap_time_s,condition_prediction_s,condition_residual_s,representative_lap,robust_weight_role
ALB,Williams,13,2,HARD,5.0,89.69200134277344,0.046859878027876965,0.9531401219721231,0.0,1.0,0.9084760921130336,90.07600134277344,90.34858425002867,-0.27258290725522727,True,huber_inlier
ALB,Williams,14,2,HARD,6.0,89.79299926757812,0.0687247017641384,0.9312752982358616,0.0,1.0,0.867273681104293,90.20899926757812,90.36942796243531,-0.16042869485718825,True,huber_inlier
ALB,Williams,15,2,HARD,7.0,89.81900024414062,0.038033507644725725,0.9619664923552743,0.0,1.0,0.92537953241431,90.26700024414062,90.38976204751617,-0.12276180337555331,True,huber_inlier
ALB,Williams,23,2,HARD,15.0,90.62100219726562,0.16094588189688866,0.8390541181031114,0.0,1.0,0.70401181310579,91.32500219726562,90.5340881444352,0.7909140528304164,False,huber_downweighted_outlier
ALB,Williams,35,3,MEDIUM,2.0,88.58799743652344,0.09224022075829376,0.9077597792417063,0.0,1.0,0.8240278168089513,89.67599743652343,89.12791912106961,0.5480783154538216,False,huber_downweighted_outlier
ALB,Williams,36,3,MEDIUM,3.0,88.43900299072266,0.0,1.0,0.0,1.0,1.0,89.55900299072266,89.21271498823923,0.3462880024834334,False,huber_downweighted_outlier
ALB,Williams,37,3,MEDIUM,4.0,88.41100311279297,0.0,1.0,0.0,1.0,1.0,89.56300311279297,89.29700122808306,0.26600188470990815,True,huber_inlier
ALB,Williams,44,3,MEDIUM,11.0,88.50700378417969,0.0,1.0,0.0,1.0,1.0,89.88300378417969,89.87273534186824,0.010268442311456738,True,huber_inlier
ALB,Williams,45,3,MEDIUM,12.0,88.36699676513672,0.04588082090528299,0.954119179094717,0.0,1.0,0.9103434079163767,89.77499676513672,89.95294456310589,-0.1779477979691677,True,huber_inlier
ALB,Williams,46,3,MEDIUM,13.0,88.51699829101562,0.0,1.0,0.0,1.0,1.0,89.95699829101562,90.03264415701774,-0.07564586600211953,True,huber_inlier
ALB,Williams,54,3,MEDIUM,21.0,88.75199890136719,0.0,1.0,0.0,1.0,1.0,90.44799890136719,90.65189432458476,-0.20389542321757403,True,huber_inlier
ALB,Williams,55,3,MEDIUM,22.0,88.78500366210938,0.0,1.0,0.0,1.0,1.0,90.51300366210937,90.72700727256465,-0.21400361045527916,True,huber_inlier
ALB,Williams,56,3,MEDIUM,23.0,89.06099700927734,0.08428154443563766,0.9157184555643624,0.0,1.0,0.8385402898611811,90.82099700927735,90.80161059321877,0.01938641605858038,True,huber_inlier
ALO,Aston Martin,9,1,MEDIUM,10.0,90.01100158691406,0.06665262906824795,0.933347370931752,0.0,1.0,0.8711373148252135,90.26700158691406,90.99718322822135,-0.7301816413072828,False,huber_downweighted_outlier
ALO,Aston Martin,15,1,MEDIUM,16.0,89.83599853515625,0.0,1.0,0.0,1.0,1.0,90.28399853515624,91.34705365184864,-1.0630551166923965,False,huber_downweighted_outlier
ALO,Aston Martin,18,2,HARD,3.0,89.99299621582031,0.15378980431237757,0.8462101956876225,0.0,1.0,0.7160716952856843,90.53699621582031,90.30582214709874,0.23117406872157176,True,huber_inlier
ALO,Aston Martin,19,2,HARD,4.0,90.11199951171875,0.01030562333261288,0.9896943766673871,0.0,1.0,0.979494959207048,90.68799951171874,90.33203603477,0.35596347694874453,False,huber_downweighted_outlier
ALO,Aston Martin,20,2,HARD,5.0,90.10700225830078,0.007513680505885754,0.9924863194941143,0.0,1.0,0.985029094382973,90.71500225830079,90.35774029511549,0.35726196318529446,False,huber_downweighted_outlier
ALO,Aston Martin,29,2,HARD,14.0,90.39700317382812,0.13918804929226108,0.860811950707739,0.0,1.0,0.7409972144812629,91.29300317382813,90.56614540856498,0.7268577652631478,False,huber_downweighted_outlier
ALO,Aston Martin,30,2,HARD,15.0,90.41000366210938,0.01951664772477822,0.9804833522752218,0.0,1.0,0.9613476040888567,91.33800366210937,90.5867533956527,0.7512502664566654,False,huber_downweighted_outlier
ALO,Aston Martin,31,2,HARD,16.0,89.70800018310547,0.001480389341380384,0.9985196106586196,0.0,1.0,0.9970414128698413,90.66800018310546,90.60685175541467,0.06114842769079587,True,huber_inlier
ALO,Aston Martin,32,2,HARD,17.0,90.0479965209961,0.012642225437729488,0.9873577745622705,0.0,1.0,0.9748753749885594,91.0399965209961,90.62644048785086,0.41355603314524103,False,huber_downweighted_outlier
ALO,Aston Martin,33,2,HARD,18.0,89.98200225830078,0.0014761062799273487,0.9985238937200727,0.0,1.0,0.997049966329895,91.00600225830078,90.64551959296126,0.3604826653395179,False,huber_downweighted_outlier
ALO,Aston Martin,34,2,HARD,19.0,89.7509994506836,0.0,1.0,0.0,1.0,1.0,90.80699945068359,90.6640890707459,0.14291037993768896,True,huber_inlier
ALO,Aston Martin,35,2,HARD,20.0,89.76399993896484,0.0075536862732516604,0.9924463137267483,0.0,1.0,0.9849496856298113,90.85199993896484,90.68214892120476,0.16985101776008094,True,huber_inlier
ALO,Aston Martin,36,2,HARD,21.0,89.81900024414062,0.048262823036301396,0.9517371769636986,0.0,1.0,0.9058036540148307,90.93900024414063,90.69969914433784,0.23930109980278758,True,huber_inlier
ALO,Aston Martin,37,2,HARD,22.0,90.30000305175781,0.0,1.0,0.0,1.0,1.0,91.45200305175781,90.71673974014516,0.7352633116126555,False,huber_downweighted_outlier
ALO,Aston Martin,39,2,HARD,24.0,90.10099792480469,0.01196929978353322,0.9880307002164668,0.0,1.0,0.9762046645702417,91.31699792480468,90.74929204978245,0.5677058750222272,False,huber_downweighted_outlier
ALO,Aston Martin,40,2,HARD,25.0,89.98400115966797,0.002219253979666151,0.9977807460203338,0.0,1.0,0.9955664171288939,91.23200115966797,90.76480376361243,0.4671973960555391,False,huber_downweighted_outlier
ALO,Aston Martin,41,2,HARD,26.0,89.5270004272461,0.0,1.0,0.0,1.0,1.0,90.8070004272461,90.77980585011665,0.027194577129449726,True,huber_inlier
ALO,Aston Martin,42,2,HARD,27.0,88.947998046875,0.011360076352182663,0.9886399236478174,0.0,1.0,0.9774088986303622,90.259998046875,90.79429830929509,-0.5343002624200892,False,huber_downweighted_outlier
ALO,Aston Martin,43,2,HARD,28.0,89.63800048828125,0.002495154558174449,0.9975048454418256,0.0,1.0,0.9950159166799204,90.98200048828124,90.80828114114775,0.173719347133499,True,huber_inlier
ALO,Aston Martin,44,2,HARD,29.0,89.12999725341797,0.0,1.0,0.0,1.0,1.0,90.50599725341797,90.82175434567463,-0.3157570922566606,True,huber_inlier
ALO,Aston Martin,45,2,HARD,30.0,89.3550033569336,0.0,1.0,0.0,1.0,1.0,90.7630033569336,90.83471792287574,-0.07171456594214476,True,huber_inlier
ALO,Aston Martin,46,2,HARD,31.0,89.23500061035156,0.0,1.0,0.0,1.0,1.0,90.67500061035156,90.84717187275108,-0.17217126239951597,True,huber_inlier
ALO,Aston Martin,47,2,HARD,32.0,89.12000274658203,0.0,1.0,0.0,1.0,1.0,90.59200274658203,90.85911619530063,-0.26711344871860376,True,huber_inlier
ALO,Aston Martin,48,2,HARD,33.0,89.44599914550781,0.0,1.0,0.0,1.0,1.0,90.94999914550782,90.87055089052443,0.07944825498339014,True,huber_inlier
ALO,Aston Martin,49,2,HARD,34.0,89.31999969482422,0.0,1.0,0.0,1.0,1.0,90.85599969482422,90.88147595842243,-0.025476263598207538,True,huber_inlier
ALO,Aston Martin,50,2,HARD,35.0,89.00599670410156,0.0,1.0,0.0,1.0,1.0,90.57399670410156,90.89189139899467,-0.31789469489311273,True,huber_inlier
ALO,Aston Martin,51,2,HARD,36.0,88.51399993896484,0.0,1.0,0.0,1.0,1.0,90.11399993896484,90.90179721224114,-0.787797273276297,False,huber_downweighted_outlier
ALO,Aston Martin,52,2,HARD,37.0,89.08499908447266,0.0,1.0,0.0,1.0,1.0,90.71699908447266,90.91119339816181,-0.1941943136891524,True,huber_inlier
ALO,Aston Martin,53,2,HARD,38.0,88.55699920654297,0.0,1.0,0.0,1.0,1.0,90.22099920654297,90.92007995675672,-0.6990807502137528,False,huber_downweighted_outlier
ALO,Aston Martin,54,2,HARD,39.0,88.27899932861328,0.0,1.0,0.0,1.0,1.0,89.97499932861328,90.92845688802586,-0.953457559412584,False,huber_downweighted_outlier
ALO,Aston Martin,55,2,HARD,40.0,88.39299774169922,0.0,1.0,0.0,1.0,1.0,90.12099774169921,90.93632419196922,-0.8153264502700068,False,huber_downweighted_outlier
ALO,Aston Martin,56,2,HARD,41.0,88.7770004272461,0.0,1.0,0.0,1.0,1.0,90.5370004272461,90.94368186858681,-0.4066814413407087,False,huber_downweighted_outlier
ALO,Aston Martin,57,2,HARD,42.0,89.11599731445312,0.0,1.0,0.0,1.0,1.0,90.90799731445313,90.95052991787863,-0.04253260342549936,True,huber_inlier
ALO,Aston Martin,58,2,HARD,43.0,89.24600219726562,0.0,1.0,0.0,1.0,1.0,91.07000219726562,90.95686833984466,0.11313385742096216,True,huber_inlier
ANT,Mercedes,34,2,MEDIUM,2.0,88.02899932861328,0.06294593983719783,0.9370540601628021,0.0,1.0,0.8780703116675924,89.08499932861328,89.14187082504829,-0.056871496435007884,True,huber_inlier
ANT,Mercedes,35,2,MEDIUM,3.0,88.31900024414062,0.0,1.0,0.0,1.0,1.0,89.40700024414062,89.22604513213032,0.18095511201029524,True,huber_inlier
ANT,Mercedes,36,2,MEDIUM,4.0,88.18499755859375,0.026268262341060934,0.9737317376589391,0.0,1.0,0.948153496924297,89.30499755859375,89.30970981188658,-0.004712253292822766,True,huber_inlier
ANT,Mercedes,42,2,MEDIUM,10.0,88.17400360107422,0.0,1.0,0.0,1.0,1.0,89.48600360107422,89.80099571658285,-0.3149921155086304,True,huber_inlier
ANT,Mercedes,43,2,MEDIUM,11.0,88.39800262451172,0.01581313156926178,0.9841868684307382,0.0,1.0,0.9686237919915032,89.74200262451171,89.88109300505869,-0.13909038054697476,True,huber_inlier
ANT,Mercedes,44,2,MEDIUM,12.0,88.50299835205078,0.0,1.0,0.0,1.0,1.0,89.87899835205079,89.96068066620875,-0.08168231415795901,True,huber_inlier
ANT,Mercedes,45,2,MEDIUM,13.0,89.0009994506836,0.17530631988036632,0.8246936801196336,0.0,1.0,0.6801196660292645,90.4089994506836,90.03975870003303,0.3692407506505617,False,huber_downweighted_outlier
ANT,Mercedes,48,2,MEDIUM,16.0,88.88999938964844,0.0,1.0,0.0,1.0,1.0,90.39399938964844,90.27393503755123,0.12006435209721644,True,huber_inlier
ANT,Mercedes,49,2,MEDIUM,17.0,88.86199951171875,0.0,1.0,0.0,1.0,1.0,90.39799951171875,90.35097456207241,0.04702494964634241,True,huber_inlier
ANT,Mercedes,50,2,MEDIUM,18.0,88.86499786376953,0.18875555763568655,0.8112444423643135,0.0,1.0,0.658117545266986,90.43299786376953,90.42750445926782,0.005493404501706323,True,huber_inlier
BEA,Haas F1 Team,16,2,HARD,2.0,89.26300048828125,0.0,1.0,0.0,1.0,1.0,89.74300048828125,90.15056021153879,-0.40755972325753476,False,huber_downweighted_outlier
BEA,Haas F1 Team,17,2,HARD,3.0,89.86299896240234,0.0,1.0,0.0,1.0,1.0,90.37499896240234,90.17666216644825,0.19833679595409137,True,huber_inlier
BEA,Haas F1 Team,18,2,HARD,4.0,89.53299713134766,0.0,1.0,0.0,1.0,1.0,90.07699713134765,90.20225449403192,-0.12525736268426613,True,huber_inlier
BEA,Haas F1 Team,19,2,HARD,5.0,89.9219970703125,0.0,1.0,0.0,1.0,1.0,90.4979970703125,90.22733719428983,0.2706598760226626,True,huber_inlier
BOR,Kick Sauber,50,2,HARD,35.0,89.1449966430664,0.0,1.0,0.0,1.0,1.0,90.7129966430664,91.0100181486843,-0.29702150561789153,True,huber_inlier
BOR,Kick Sauber,51,2,HARD,36.0,89.25299835205078,0.016134280930464748,0.9838657190695352,0.0,1.0,0.9679917531602137,90.85299835205078,91.01992396193076,-0.16692560987998206,True,huber_inlier
BOR,Kick Sauber,52,2,HARD,37.0,89.22899627685547,0.190226909762581,0.809773090237419,0.0,1.0,0.6557324576726591,90.86099627685547,91.02932014785145,-0.16832387099597668,True,huber_inlier
BOR,Kick Sauber,53,2,HARD,38.0,89.60900115966797,0.016490612872924186,0.9835093871270758,0.0,1.0,0.9672907145670763,91.27300115966797,91.03820670644636,0.2347944532216104,True,huber_inlier
BOR,Kick Sauber,54,2,HARD,39.0,89.7229995727539,0.0,1.0,0.0,1.0,1.0,91.4189995727539,91.04658363771549,0.3724159350384184,False,huber_downweighted_outlier
COL,Alpine,14,1,MEDIUM,14.0,91.1989974975586,0.0,1.0,0.0,1.0,1.0,91.61499749755859,91.28704205049559,0.3279554470630046,True,huber_inlier
COL,Alpine,17,2,HARD,2.0,89.84700012207031,0.0,1.0,0.0,1.0,1.0,90.35900012207031,90.36960434937556,-0.010604227305250902,True,huber_inlier
COL,Alpine,18,2,HARD,3.0,89.822998046875,0.0,1.0,0.0,1.0,1.0,90.366998046875,90.39632786437261,-0.029329817497611543,True,huber_inlier
COL,Alpine,19,2,HARD,4.0,89.71199798583984,0.0,1.0,0.0,1.0,1.0,90.28799798583984,90.42254175204387,-0.13454376620403252,True,huber_inlier
COL,Alpine,20,2,HARD,5.0,89.6989974975586,0.0,1.0,0.0,1.0,1.0,90.3069974975586,90.44824601238935,-0.14124851483074963,True,huber_inlier
COL,Alpine,21,2,HARD,6.0,89.43000030517578,0.0,1.0,0.0,1.0,1.0,90.07000030517578,90.47344064540906,-0.40344034023327424,False,huber_downweighted_outlier
COL,Alpine,22,2,HARD,7.0,89.62799835205078,0.0,1.0,0.0,1.0,1.0,90.29999835205078,90.498125651103,-0.19812729905221715,True,huber_inlier
COL,Alpine,23,2,HARD,8.0,89.71700286865234,0.0,1.0,0.0,1.0,1.0,90.42100286865234,90.52230102947115,-0.10129816081881415,True,huber_inlier
COL,Alpine,24,2,HARD,9.0,89.85199737548828,0.0,1.0,0.0,1.0,1.0,90.58799737548829,90.54596678051354,0.04203059497474726,True,huber_inlier
COL,Alpine,27,2,HARD,12.0,89.54299926757812,0.0,1.0,0.0,1.0,1.0,90.37499926757812,90.61390626968604,-0.23890700210792204,True,huber_inlier
COL,Alpine,28,2,HARD,13.0,89.83899688720703,0.0,1.0,0.0,1.0,1.0,90.70299688720704,90.63553351142532,0.06746337578171335,True,huber_inlier
COL,Alpine,30,2,HARD,15.0,89.67400360107422,0.0,1.0,0.0,1.0,1.0,90.60200360107422,90.67725911292656,-0.07525551185234747,True,huber_inlier
COL,Alpine,31,2,HARD,16.0,89.8489990234375,0.0,1.0,0.0,1.0,1.0,90.8089990234375,90.69735747268852,0.11164155074897053,True,huber_inlier
COL,Alpine,32,2,HARD,17.0,89.84100341796875,0.0821188117720223,0.9178811882279777,0.0,1.0,0.8425058757028042,90.83300341796875,90.71694620512471,0.11605721284404069,True,huber_inlier
COL,Alpine,33,2,HARD,18.0,90.0530014038086,0.11666798735137618,0.8833320126486238,0.0,1.0,0.7802754445698685,91.0770014038086,90.73602531023512,0.3409760935734738,True,huber_inlier
COL,Alpine,34,2,HARD,19.0,90.06999969482422,0.11555880647406308,0.8844411935259369,0.0,1.0,0.7822362248055837,91.12599969482422,90.75459478801976,0.37140490680445737,False,huber_downweighted_outlier
COL,Alpine,42,3,MEDIUM,2.0,87.70999908447266,0.0,1.0,0.0,1.0,1.0,89.02199908447265,89.3233011369178,-0.30130205244515196,True,huber_inlier
COL,Alpine,43,3,MEDIUM,3.0,88.07499694824219,0.0,1.0,0.0,1.0,1.0,89.41899694824218,89.41244792470049,0.00654902354169451,True,huber_inlier
COL,Alpine,44,3,MEDIUM,4.0,88.4489974975586,0.0,1.0,0.0,1.0,1.0,89.8249974975586,89.50108508515738,0.3239124124012136,True,huber_inlier
COL,Alpine,45,3,MEDIUM,5.0,88.46399688720703,0.0,1.0,0.0,1.0,1.0,89.87199688720703,89.58921261828853,0.2827842689185047,True,huber_inlier
COL,Alpine,46,3,MEDIUM,6.0,88.30699920654297,0.0,1.0,0.0,1.0,1.0,89.74699920654297,89.67683052409389,0.07016868244907926,True,huber_inlier
COL,Alpine,47,3,MEDIUM,7.0,88.10299682617188,0.0,1.0,0.0,1.0,1.0,89.57499682617187,89.76393880257346,-0.18894197640159405,True,huber_inlier
COL,Alpine,48,3,MEDIUM,8.0,88.02200317382812,0.0,1.0,0.0,1.0,1.0,89.52600317382813,89.85053745372727,-0.3245342798991402,True,huber_inlier
COL,Alpine,49,3,MEDIUM,9.0,88.38300323486328,0.0,1.0,0.0,1.0,1.0,89.91900323486328,89.93662647755531,-0.017623242692025087,True,huber_inlier
COL,Alpine,50,3,MEDIUM,10.0,88.49400329589844,0.0,1.0,0.0,1.0,1.0,90.06200329589844,90.02220587405756,0.039797421840873426,True,huber_inlier
COL,Alpine,51,3,MEDIUM,11.0,88.53099822998047,0.0,1.0,0.0,1.0,1.0,90.13099822998046,90.10727564323405,0.02372258674641614,True,huber_inlier
COL,Alpine,52,3,MEDIUM,12.0,88.5790023803711,0.0,1.0,0.0,1.0,1.0,90.2110023803711,90.19183578508475,0.01916659528635023,True,huber_inlier
COL,Alpine,53,3,MEDIUM,13.0,88.7229995727539,0.0,1.0,0.0,1.0,1.0,90.38699957275391,90.27588629960968,0.11111327314422681,True,huber_inlier
COL,Alpine,54,3,MEDIUM,14.0,88.68000030517578,0.0,1.0,0.0,1.0,1.0,90.37600030517578,90.35942718680884,0.01657311836693509,True,huber_inlier
COL,Alpine,55,3,MEDIUM,15.0,88.56999969482422,0.0,1.0,0.0,1.0,1.0,90.29799969482421,90.44245844668222,-0.14445875185801071,True,huber_inlier
COL,Alpine,56,3,MEDIUM,16.0,88.94000244140625,0.0,1.0,0.0,1.0,1.0,90.70000244140626,90.52498007922983,0.17502236217642064,True,huber_inlier
GAS,Alpine,9,1,MEDIUM,9.0,90.4000015258789,0.16146562216239768,0.8385343778376023,0.0,1.0,0.7031399028154948,90.6560015258789,90.8286290210532,-0.17262749517429654,True,huber_inlier
GAS,Alpine,10,1,MEDIUM,10.0,90.58599853515625,0.0,1.0,0.0,1.0,1.0,90.87399853515625,90.88934601405221,-0.01534747889596133,True,huber_inlier
GAS,Alpine,12,1,MEDIUM,12.0,91.79000091552734,0.0,1.0,0.0,1.0,1.0,92.14200091552735,91.00925111807291,1.1327497974544372,False,huber_downweighted_outlier
GAS,Alpine,15,2,HARD,2.0,89.81700134277344,0.0,1.0,0.0,1.0,1.0,90.26500134277343,90.27843691800774,-0.013435575234311159,True,huber_inlier
GAS,Alpine,16,2,HARD,3.0,89.57099914550781,0.021047703001614446,0.9789522969983856,0.0,1.0,0.9583475997984153,90.05099914550782,90.30391731282963,-0.25291816732180905,True,huber_inlier
GAS,Alpine,17,2,HARD,4.0,89.49299621582031,0.0,1.0,0.0,1.0,1.0,90.00499621582031,90.32888808032571,-0.32389186450539853,True,huber_inlier
GAS,Alpine,18,2,HARD,5.0,89.48699951171875,0.0,1.0,0.0,1.0,1.0,90.03099951171875,90.35334922049604,-0.3223497087772955,True,huber_inlier
GAS,Alpine,23,2,HARD,10.0,89.72899627685547,0.05643287169856881,0.9435671283014312,0.0,1.0,0.8903189256110096,90.43299627685546,90.46801051146102,-0.03501423460555486,True,huber_inlier
GAS,Alpine,25,2,HARD,12.0,89.71499633789062,0.0,1.0,0.0,1.0,1.0,90.48299633789063,90.5103076365666,-0.027311298675968487,True,huber_inlier
GAS,Alpine,26,2,HARD,13.0,89.8550033569336,0.0,1.0,0.0,1.0,1.0,90.65500335693359,90.53069175813071,0.12431159880287623,True,huber_inlier
GAS,Alpine,27,2,HARD,14.0,89.97200012207031,0.0,1.0,0.0,1.0,1.0,90.8040001220703,90.55056625236907,0.25343386970124016,True,huber_inlier
GAS,Alpine,28,2,HARD,15.0,89.97100067138672,0.0,1.0,0.0,1.0,1.0,90.83500067138672,90.56993111928163,0.2650695521050892,True,huber_inlier
GAS,Alpine,29,2,HARD,16.0,89.9800033569336,0.0,1.0,0.0,1.0,1.0,90.8760033569336,90.58878635886843,0.287216998065162,True,huber_inlier
GAS,Alpine,30,2,HARD,17.0,89.95500183105469,0.0,1.0,0.0,1.0,1.0,90.88300183105468,90.60713197112946,0.2758698599252227,True,huber_inlier
GAS,Alpine,31,2,HARD,18.0,90.13700103759766,0.0,1.0,0.0,1.0,1.0,91.09700103759765,90.62496795606471,0.4720330815329419,False,huber_downweighted_outlier
GAS,Alpine,32,2,HARD,19.0,90.01799774169922,0.00975236283895133,0.9902476371610487,0.0,1.0,0.9805903829030399,91.00999774169922,90.64229431367417,0.3677034280250524,False,huber_downweighted_outlier
GAS,Alpine,33,2,HARD,20.0,90.33899688720703,0.013485879378732048,0.986514120621268,0.0,1.0,0.9732101101851537,91.36299688720703,90.65911104395788,0.7038858432491537,False,huber_downweighted_outlier
GAS,Alpine,34,2,HARD,21.0,90.13700103759766,0.008419746421354663,0.9915802535786453,0.0,1.0,0.9832313992870906,91.19300103759765,90.6754181469158,0.5175828906818509,False,huber_downweighted_outlier
GAS,Alpine,38,2,HARD,25.0,90.19300079345703,0.0,1.0,0.0,1.0,1.0,91.37700079345703,90.73555028548974,0.6414505079672921,False,huber_downweighted_outlier
GAS,Alpine,43,3,MEDIUM,6.0,88.0510025024414,0.0,1.0,0.0,1.0,1.0,89.3950025024414,89.5668981584065,-0.17189565596510192,True,huber_inlier
GAS,Alpine,45,3,MEDIUM,8.0,88.0469970703125,0.0,1.0,0.0,1.0,1.0,89.4549970703125,89.7368757275144,-0.28187865720190075,True,huber_inlier
GAS,Alpine,46,3,MEDIUM,9.0,87.76699829101562,0.0,1.0,0.0,1.0,1.0,89.20699829101562,89.82110007107968,-0.6141017800640611,False,huber_downweighted_outlier
GAS,Alpine,47,3,MEDIUM,10.0,88.14299774169922,0.0,1.0,0.0,1.0,1.0,89.61499774169921,89.90481478731921,-0.28981704561999777,True,huber_inlier
GAS,Alpine,48,3,MEDIUM,11.0,88.0479965209961,0.0,1.0,0.0,1.0,1.0,89.5519965209961,89.98801987623294,-0.4360233552368413,False,huber_downweighted_outlier
GAS,Alpine,49,3,MEDIUM,12.0,88.4000015258789,0.0,1.0,0.0,1.0,1.0,89.93600152587891,90.07071533782091,-0.1347138119420066,True,huber_inlier
GAS,Alpine,50,3,MEDIUM,13.0,87.99199676513672,0.0,1.0,0.0,1.0,1.0,89.55999676513672,90.15290117208309,-0.5929044069463743,False,huber_downweighted_outlier
GAS,Alpine,51,3,MEDIUM,14.0,88.36399841308594,0.0,1.0,0.0,1.0,1.0,89.96399841308593,90.23457737901951,-0.27057896593358066,True,huber_inlier
GAS,Alpine,52,3,MEDIUM,15.0,88.4280014038086,0.0,1.0,0.0,1.0,1.0,90.0600014038086,90.31574395863015,-0.25574255482155195,True,huber_inlier
GAS,Alpine,53,3,MEDIUM,16.0,88.72000122070312,0.0,1.0,0.0,1.0,1.0,90.38400122070313,90.39640091091502,-0.012399690211893244,True,huber_inlier
GAS,Alpine,55,3,MEDIUM,18.0,89.23300170898438,0.047004047112111126,0.9529959528878889,0.0,1.0,0.9082012862206953,90.96100170898437,90.55618593350742,0.4048157754769477,False,huber_downweighted_outlier
GAS,Alpine,57,3,MEDIUM,20.0,88.90799713134766,0.09365843032338896,0.9063415696766111,0.0,1.0,0.8214550409238632,90.69999713134766,90.71393244679672,-0.013935315449060681,True,huber_inlier
HAD,Racing Bulls,13,1,MEDIUM,13.0,91.06400299072266,0.0,1.0,0.0,1.0,1.0,91.44800299072266,91.35648443470595,0.09151855601670889,True,huber_inlier
HAD,Racing Bulls,16,2,HARD,2.0,89.83899688720703,0.0077804584200363005,0.9922195415799637,0.0,1.0,0.9844996186931534,90.31899688720704,90.53179289040668,-0.21279600319964231,True,huber_inlier
HAD,Racing Bulls,17,2,HARD,3.0,90.14199829101562,0.0,1.0,0.0,1.0,1.0,90.65399829101563,90.55789484531613,0.09610344569949802,True,huber_inlier
HAD,Racing Bulls,18,2,HARD,4.0,89.86900329589844,0.0,1.0,0.0,1.0,1.0,90.41300329589843,90.58348717289981,-0.17048387700137368,True,huber_inlier
HAD,Racing Bulls,19,2,HARD,5.0,90.47799682617188,0.0036310260384736152,0.9963689739615263,0.0,1.0,0.9927511322731448,91.05399682617187,90.60856987315772,0.4454269530141488,False,huber_downweighted_outlier
HAD,Racing Bulls,20,2,HARD,6.0,90.02799987792969,0.008096983458405344,0.9919030165415946,0.0,1.0,0.9838715942243149,90.63599987792969,90.63314294608985,0.0028569318398439236,True,huber_inlier
HAD,Racing Bulls,21,2,HARD,7.0,90.30500030517578,0.0,1.0,0.0,1.0,1.0,90.94500030517578,90.65720639169619,0.2877939134795895,True,huber_inlier
HAD,Racing Bulls,22,2,HARD,8.0,89.78800201416016,0.009897906903449018,0.990102093096551,0.0,1.0,0.9803021547541713,90.46000201416015,90.68076020997678,-0.2207581958166287,True,huber_inlier
HAD,Racing Bulls,35,2,HARD,21.0,90.1969985961914,0.0,1.0,0.0,1.0,1.0,91.2849985961914,90.94058376097877,0.34441483521263194,False,huber_downweighted_outlier
HAD,Racing Bulls,36,2,HARD,22.0,89.62300109863281,0.0,1.0,0.0,1.0,1.0,90.74300109863282,90.9570027966985,-0.2140016980656867,True,huber_inlier
HAD,Racing Bulls,37,2,HARD,23.0,89.447998046875,0.0,1.0,0.0,1.0,1.0,90.599998046875,90.97291220509246,-0.3729141582174549,False,huber_downweighted_outlier
HAD,Racing Bulls,40,2,HARD,26.0,89.87899780273438,0.0,1.0,0.0,1.0,1.0,91.12699780273438,91.01758266631967,0.1094151364147109,True,huber_inlier
HAD,Racing Bulls,42,2,HARD,28.0,89.51499938964844,0.0,1.0,0.0,1.0,1.0,90.82699938964844,91.04481483717561,-0.21781544752717252,True,huber_inlier
HAD,Racing Bulls,43,2,HARD,29.0,89.625,0.01052784069903111,0.9894721593009689,0.0,1.0,0.9790551540317219,90.969,91.0576664816149,-0.08866648161490787,True,huber_inlier
HAD,Racing Bulls,55,2,HARD,41.0,89.5989990234375,0.0,1.0,0.0,1.0,1.0,91.3269990234375,91.17213528347611,0.15486373996138525,True,huber_inlier
HAD,Racing Bulls,56,2,HARD,42.0,89.45099639892578,0.0,1.0,0.0,1.0,1.0,91.21099639892579,91.17836177268035,0.032634626245439335,True,huber_inlier
HAM,Ferrari,10,2,HARD,2.0,88.51699829101562,0.0,1.0,0.0,1.0,1.0,88.80499829101562,89.64841552653374,-0.8434172355181175,False,huber_downweighted_outlier
HAM,Ferrari,11,2,HARD,3.0,89.02200317382812,0.0,1.0,0.0,1.0,1.0,89.34200317382812,89.6707881209177,-0.32878494708958783,True,huber_inlier
HAM,Ferrari,12,2,HARD,4.0,89.5979995727539,0.0,1.0,0.0,1.0,1.0,89.94999957275391,89.6926510879759,0.25734848477800654,True,huber_inlier
HAM,Ferrari,13,2,HARD,5.0,89.4729995727539,0.0,1.0,0.0,1.0,1.0,89.8569995727539,89.71400442770832,0.14299514504558886,True,huber_inlier
HAM,Ferrari,14,2,HARD,6.0,89.2760009765625,0.010200544082991073,0.9897994559170089,0.0,1.0,0.9797029629336068,89.6920009765625,89.73484814011496,-0.04284716355246587,True,huber_inlier
HAM,Ferrari,58,3,MEDIUM,27.0,89.51100158691406,0.04572270871796321,0.9542772912820368,0.0,1.0,0.9106451486565812,91.33500158691406,90.47565051906241,0.859351067851648,False,huber_downweighted_outlier
LAW,Racing Bulls,17,1,MEDIUM,17.0,91.34300231933594,0.0313644447191281,0.9686355552808719,0.0,1.0,0.938254838954283,91.85500231933594,91.48183320992449,0.37316910941144954,False,huber_downweighted_outlier
LAW,Racing Bulls,23,2,HARD,2.0,89.82599639892578,0.0,1.0,0.0,1.0,1.0,90.52999639892577,90.20006454476156,0.3299318541642151,True,huber_inlier
