driver,team,rank,mean_lap_s,lap,lap_time_s,stint,compound,tyre_age,stint_jitter,deleted_marker
HUL,Kick Sauber,7,89.538622,17,89.143997,2,HARD,10.0,0.0,False
HUL,Kick Sauber,7,89.538622,18,89.600998,2,HARD,11.0,0.0,False
HUL,Kick Sauber,7,89.538622,19,89.736,2,HARD,12.0,0.0,False
HUL,Kick Sauber,7,89.538622,20,90.485001,2,HARD,13.0,0.0,False
HUL,Kick Sauber,7,89.538622,21,91.706001,2,HARD,14.0,0.0,False
HUL,Kick Sauber,7,89.538622,22,90.732002,2,HARD,15.0,0.0,True
HUL,Kick Sauber,7,89.538622,23,90.907997,2,HARD,16.0,0.0,False
HUL,Kick Sauber,7,89.538622,24,91.273003,2,HARD,17.0,0.0,False
HUL,Kick Sauber,7,89.538622,25,90.112999,2,HARD,18.0,0.0,False
HUL,Kick Sauber,7,89.538622,26,89.978996,2,HARD,19.0,0.0,False
HUL,Kick Sauber,7,89.538622,27,90.352997,2,HARD,20.0,0.0,False
HUL,Kick Sauber,7,89.538622,28,90.574997,2,HARD,21.0,0.0,False
HUL,Kick Sauber,7,89.538622,29,90.572998,2,HARD,22.0,0.0,True
HUL,Kick Sauber,7,89.538622,30,90.518997,2,HARD,23.0,0.0,False
HUL,Kick Sauber,7,89.538622,31,91.723999,2,HARD,24.0,0.0,False
HUL,Kick Sauber,7,89.538622,32,90.152,2,HARD,25.0,0.0,False
HUL,Kick Sauber,7,89.538622,33,90.906998,2,HARD,26.0,0.0,False
HUL,Kick Sauber,7,89.538622,34,90.063004,2,HARD,27.0,0.0,False
HUL,Kick Sauber,7,89.538622,35,89.611,2,HARD,28.0,0.0,False
HUL,Kick Sauber,7,89.538622,36,89.383003,2,HARD,29.0,0.0,False
HUL,Kick Sauber,7,89.538622,37,89.422997,2,HARD,30.0,0.0,False
HUL,Kick Sauber,7,89.538622,38,89.693001,2,HARD,31.0,0.0,False
HUL,Kick Sauber,7,89.538622,39,89.821999,2,HARD,32.0,0.0,False
HUL,Kick Sauber,7,89.538622,40,89.959999,2,HARD,33.0,0.0,False
HUL,Kick Sauber,7,89.538622,41,90.223,2,HARD,34.0,0.0,False
HUL,Kick Sauber,7,89.538622,44,87.171997,3,MEDIUM,2.0,0.22,False
HUL,Kick Sauber,7,89.538622,45,87.573997,3,MEDIUM,3.0,0.22,False
HUL,Kick Sauber,7,89.538622,46,87.050003,3,MEDIUM,4.0,0.22,False
HUL,Kick Sauber,7,89.538622,47,87.541,3,MEDIUM,5.0,0.22,False
HUL,Kick Sauber,7,89.538622,48,87.831001,3,MEDIUM,6.0,0.22,False
HUL,Kick Sauber,7,89.538622,49,89.021004,3,MEDIUM,7.0,0.22,False
HUL,Kick Sauber,7,89.538622,50,87.976997,3,MEDIUM,8.0,0.22,False
HUL,Kick Sauber,7,89.538622,51,88.244003,3,MEDIUM,9.0,0.22,False
HUL,Kick Sauber,7,89.538622,52,87.741997,3,MEDIUM,10.0,0.22,False
HUL,Kick Sauber,7,89.538622,53,88.410004,3,MEDIUM,11.0,0.22,False
HUL,Kick Sauber,7,89.538622,54,88.378998,3,MEDIUM,12.0,0.22,False
HUL,Kick Sauber,7,89.538622,55,88.053001,3,MEDIUM,13.0,0.22,False
HUL,Kick Sauber,7,89.538622,56,89.054001,3,MEDIUM,14.0,0.22,False
HUL,Kick Sauber,7,89.538622,57,89.170998,3,MEDIUM,15.0,0.22,False
HUL,Kick Sauber,7,89.538622,58,88.107002,3,MEDIUM,16.0,0.22,False
ALB,Williams,8,89.645509,2,91.709999,1,SOFT,2.0,-0.22,False
ALB,Williams,8,89.645509,3,90.223999,1,SOFT,3.0,-0.22,False
ALB,Williams,8,89.645509,4,90.874001,1,SOFT,4.0,-0.22,False
ALB,Williams,8,89.645509,5,90.314003,1,SOFT,5.0,-0.22,False
ALB,Williams,8,89.645509,6,90.223,1,SOFT,6.0,-0.22,False
ALB,Williams,8,89.645509,7,90.419998,1,SOFT,7.0,-0.22,False
ALB,Williams,8,89.645509,10,89.374001,2,HARD,2.0,0.0,False
ALB,Williams,8,89.645509,11,89.806999,2,HARD,3.0,0.0,False
ALB,Williams,8,89.645509,12,89.459999,2,HARD,4.0,0.0,False
ALB,Williams,8,89.645509,13,89.692001,2,HARD,5.0,0.0,False
ALB,Williams,8,89.645509,14,89.792999,2,HARD,6.0,0.0,False
ALB,Williams,8,89.645509,15,89.819,2,HARD,7.0,0.0,False
ALB,Williams,8,89.645509,16,89.906998,2,HARD,8.0,0.0,False
ALB,Williams,8,89.645509,17,90.133003,2,HARD,9.0,0.0,True
ALB,Williams,8,89.645509,18,89.987,2,HARD,10.0,0.0,False
ALB,Williams,8,89.645509,19,90.046997,2,HARD,11.0,0.0,True
ALB,Williams,8,89.645509,20,90.109001,2,HARD,12.0,0.0,False
ALB,Williams,8,89.645509,21,90.269997,2,HARD,13.0,0.0,False
ALB,Williams,8,89.645509,22,90.297997,2,HARD,14.0,0.0,False
ALB,Williams,8,89.645509,23,90.621002,2,HARD,15.0,0.0,False
ALB,Williams,8,89.645509,24,90.388,2,HARD,16.0,0.0,False
ALB,Williams,8,89.645509,25,90.933998,2,HARD,17.0,0.0,False
ALB,Williams,8,89.645509,26,90.293999,2,HARD,18.0,0.0,False
ALB,Williams,8,89.645509,27,90.112999,2,HARD,19.0,0.0,False
ALB,Williams,8,89.645509,28,91.014,2,HARD,20.0,0.0,False
ALB,Williams,8,89.645509,29,90.421997,2,HARD,21.0,0.0,False
ALB,Williams,8,89.645509,30,90.214996,2,HARD,22.0,0.0,False
ALB,Williams,8,89.645509,31,90.539001,2,HARD,23.0,0.0,False
ALB,Williams,8,89.645509,32,90.485001,2,HARD,24.0,0.0,False
ALB,Williams,8,89.645509,35,88.587997,3,MEDIUM,2.0,0.22,False
ALB,Williams,8,89.645509,36,88.439003,3,MEDIUM,3.0,0.22,False
ALB,Williams,8,89.645509,37,88.411003,3,MEDIUM,4.0,0.22,False
ALB,Williams,8,89.645509,38,88.569,3,MEDIUM,5.0,0.22,False
ALB,Williams,8,89.645509,39,88.870003,3,MEDIUM,6.0,0.22,False
ALB,Williams,8,89.645509,40,89.722,3,MEDIUM,7.0,0.22,False
ALB,Williams,8,89.645509,41,88.777,3,MEDIUM,8.0,0.22,False
ALB,Williams,8,89.645509,42,88.845001,3,MEDIUM,9.0,0.22,False
ALB,Williams,8,89.645509,43,88.390999,3,MEDIUM,10.0,0.22,False
ALB,Williams,8,89.645509,44,88.507004,3,MEDIUM,11.0,0.22,False
ALB,Williams,8,89.645509,45,88.366997,3,MEDIUM,12.0,0.22,False
ALB,Williams,8,89.645509,46,88.516998,3,MEDIUM,13.0,0.22,False
ALB,Williams,8,89.645509,47,89.563004,3,MEDIUM,14.0,0.22,False
ALB,Williams,8,89.645509,48,88.946999,3,MEDIUM,15.0,0.22,False
ALB,Williams,8,89.645509,49,89.290001,3,MEDIUM,16.0,0.22,False
ALB,Williams,8,89.645509,50,89.526001,3,MEDIUM,17.0,0.22,False
ALB,Williams,8,89.645509,51,89.419998,3,MEDIUM,18.0,0.22,False
ALB,Williams,8,89.645509,52,89.392998,3,MEDIUM,19.0,0.22,False
ALB,Williams,8,89.645509,53,88.626999,3,MEDIUM,20.0,0.22,True
ALB,Williams,8,89.645509,54,88.751999,3,MEDIUM,21.0,0.22,False
ALB,Williams,8,89.645509,55,88.785004,3,MEDIUM,22.0,0.22,False
ALB,Williams,8,89.645509,56,89.060997,3,MEDIUM,23.0,0.22,False
ALB,Williams,8,89.645509,57,89.102997,3,MEDIUM,24.0,0.22,False
ALB,Williams,8,89.645509,58,89.255997,3,MEDIUM,25.0,0.22,False
GAS,Alpine,9,89.726173,2,92.010002,1,MEDIUM,2.0,-0.22,True
GAS,Alpine,9,89.726173,3,90.863998,1,MEDIUM,3.0,-0.22,False
GAS,Alpine,9,89.726173,4,90.668999,1,MEDIUM,4.0,-0.22,False
GAS,Alpine,9,89.726173,5,90.907997,1,MEDIUM,5.0,-0.22,False
GAS,Alpine,9,89.726173,6,90.890999,1,MEDIUM,6.0,-0.22,False
GAS,Alpine,9,89.726173,7,90.537003,1,MEDIUM,7.0,-0.22,False
GAS,Alpine,9,89.726173,8,90.612,1,MEDIUM,8.0,-0.22,False
GAS,Alpine,9,89.726173,9,90.400002,1,MEDIUM,9.0,-0.22,False
GAS,Alpine,9,89.726173,10,90.585999,1,MEDIUM,10.0,-0.22,False
GAS,Alpine,9,89.726173,11,91.135002,1,MEDIUM,11.0,-0.22,True
GAS,Alpine,9,89.726173,12,91.790001,1,MEDIUM,12.0,-0.22,False
GAS,Alpine,9,89.726173,15,89.817001,2,HARD,2.0,0.0,False
GAS,Alpine,9,89.726173,16,89.570999,2,HARD,3.0,0.0,False
GAS,Alpine,9,89.726173,17,89.492996,2,HARD,4.0,0.0,False
GAS,Alpine,9,89.726173,18,89.487,2,HARD,5.0,0.0,False
GAS,Alpine,9,89.726173,19,90.601997,2,HARD,6.0,0.0,False
GAS,Alpine,9,89.726173,20,89.911003,2,HARD,7.0,0.0,False
GAS,Alpine,9,89.726173,21,89.442001,2,HARD,8.0,0.0,False
GAS,Alpine,9,89.726173,22,89.690002,2,HARD,9.0,0.0,False
GAS,Alpine,9,89.726173,23,89.728996,2,HARD,10.0,0.0,False
GAS,Alpine,9,89.726173,24,89.747002,2,HARD,11.0,0.0,True
GAS,Alpine,9,89.726173,25,89.714996,2,HARD,12.0,0.0,False
GAS,Alpine,9,89.726173,26,89.855003,2,HARD,13.0,0.0,False
GAS,Alpine,9,89.726173,27,89.972,2,HARD,14.0,0.0,False
GAS,Alpine,9,89.726173,28,89.971001,2,HARD,15.0,0.0,False
GAS,Alpine,9,89.726173,29,89.980003,2,HARD,16.0,0.0,False
GAS,Alpine,9,89.726173,30,89.955002,2,HARD,17.0,0.0,False
GAS,Alpine,9,89.726173,31,90.137001,2,HARD,18.0,0.0,False
GAS,Alpine,9,89.726173,32,90.017998,2,HARD,19.0,0.0,False
GAS,Alpine,9,89.726173,33,90.338997,2,HARD,20.0,0.0,False
GAS,Alpine,9,89.726173,34,90.137001,2,HARD,21.0,0.0,False
GAS,Alpine,9,89.726173,35,90.114998,2,HARD,22.0,0.0,False
GAS,Alpine,9,89.726173,36,90.592003,2,HARD,23.0,0.0,False
GAS,Alpine,9,89.726173,37,89.907997,2,HARD,24.0,0.0,False
GAS,Alpine,9,89.726173,38,90.193001,2,HARD,25.0,0.0,False
GAS,Alpine,9,89.726173,39,90.957001,2,HARD,26.0,0.0,False
GAS,Alpine,9,89.726173,42,88.764999,3,MEDIUM,5.0,0.22,False
GAS,Alpine,9,89.726173,43,88.051003,3,MEDIUM,6.0,0.22,False
GAS,Alpine,9,89.726173,44,88.166,3,MEDIUM,7.0,0.22,True
GAS,Alpine,9,89.726173,45,88.046997,3,MEDIUM,8.0,0.22,False
GAS,Alpine,9,89.726173,46,87.766998,3,MEDIUM,9.0,0.22,False
GAS,Alpine,9,89.726173,47,88.142998,3,MEDIUM,10.0,0.22,False
GAS,Alpine,9,89.726173,48,88.047997,3,MEDIUM,11.0,0.22,False
GAS,Alpine,9,89.726173,49,88.400002,3,MEDIUM,12.0,0.22,False
GAS,Alpine,9,89.726173,50,87.991997,3,MEDIUM,13.0,0.22,False
GAS,Alpine,9,89.726173,51,88.363998,3,MEDIUM,14.0,0.22,False
GAS,Alpine,9,89.726173,52,88.428001,3,MEDIUM,15.0,0.22,False
GAS,Alpine,9,89.726173,53,88.720001,3,MEDIUM,16.0,0.22,False
GAS,Alpine,9,89.726173,54,89.511002,3,MEDIUM,17.0,0.22,False
GAS,Alpine,9,89.726173,55,89.233002,3,MEDIUM,18.0,0.22,False
GAS,Alpine,9,89.726173,56,89.483002,3,MEDIUM,19.0,0.22,False
GAS,Alpine,9,89.726173,57,88.907997,3,MEDIUM,20.0,0.22,False
ALO,Aston Martin,10,89.761364,2,90.396004,1,MEDIUM,3.0,-0.11,False
ALO,Aston Martin,10,89.761364,3,90.058998,1,MEDIUM,4.0,-0.11,False
ALO,Aston Martin,10,89.761364,4,90.896004,1,MEDIUM,5.0,-0.11,False
ALO,Aston Martin,10,89.761364,5,90.195999,1,MEDIUM,6.0,-0.11,False
ALO,Aston Martin,10,89.761364,6,90.412003,1,MEDIUM,7.0,-0.11,False
ALO,Aston Martin,10,89.761364,7,90.319,1,MEDIUM,8.0,-0.11,False
ALO,Aston Martin,10,89.761364,8,90.098999,1,MEDIUM,9.0,-0.11,False
ALO,Aston Martin,10,89.761364,9,90.011002,1,MEDIUM,10.0,-0.11,False
ALO,Aston Martin,10,89.761364,10,90.025002,1,MEDIUM,11.0,-0.11,False
ALO,Aston Martin,10,89.761364,11,89.800003,1,MEDIUM,12.0,-0.11,False
ALO,Aston Martin,10,89.761364,12,89.969002,1,MEDIUM,13.0,-0.11,False
ALO,Aston Martin,10,89.761364,13,89.968002,1,MEDIUM,14.0,-0.11,False
ALO,Aston Martin,10,89.761364,14,90.266998,1,MEDIUM,15.0,-0.11,False
ALO,Aston Martin,10,89.761364,15,89.835999,1,MEDIUM,16.0,-0.11,False
ALO,Aston Martin,10,89.761364,18,89.992996,2,HARD,3.0,0.11,False
ALO,Aston Martin,10,89.761364,19,90.112,2,HARD,4.0,0.11,False
ALO,Aston Martin,10,89.761364,20,90.107002,2,HARD,5.0,0.11,False
ALO,Aston Martin,10,89.761364,21,90.030998,2,HARD,6.0,0.11,False
ALO,Aston Martin,10,89.761364,22,90.320999,2,HARD,7.0,0.11,False
ALO,Aston Martin,10,89.761364,23,89.419998,2,HARD,8.0,0.11,False
ALO,Aston Martin,10,89.761364,24,90.803001,2,HARD,9.0,0.11,False
ALO,Aston Martin,10,89.761364,25,90.260002,2,HARD,10.0,0.11,False
ALO,Aston Martin,10,89.761364,26,89.823997,2,HARD,11.0,0.11,False
ALO,Aston Martin,10,89.761364,27,89.75,2,HARD,12.0,0.11,False
ALO,Aston Martin,10,89.761364,28,90.532997,2,HARD,13.0,0.11,False
ALO,Aston Martin,10,89.761364,29,90.397003,2,HARD,14.0,0.11,False
ALO,Aston Martin,10,89.761364,30,90.410004,2,HARD,15.0,0.11,False
ALO,Aston Martin,10,89.761364,31,89.708,2,HARD,16.0,0.11,False
ALO,Aston Martin,10,89.761364,32,90.047997,2,HARD,17.0,0.11,False
ALO,Aston Martin,10,89.761364,33,89.982002,2,HARD,18.0,0.11,False
ALO,Aston Martin,10,89.761364,34,89.750999,2,HARD,19.0,0.11,False
ALO,Aston Martin,10,89.761364,35,89.764,2,HARD,20.0,0.11,False
ALO,Aston Martin,10,89.761364,36,89.819,2,HARD,21.0,0.11,False
ALO,Aston Martin,10,89.761364,37,90.300003,2,HARD,22.0,0.11,False
ALO,Aston Martin,10,89.761364,38,90.512001,2,HARD,23.0,0.11,False
ALO,Aston Martin,10,89.761364,39,90.100998,2,HARD,24.0,0.11,False
ALO,Aston Martin,10,89.761364,40,89.984001,2,HARD,25.0,0.11,False
ALO,Aston Martin,10,89.761364,41,89.527,2,HARD,26.0,0.11,False
ALO,Aston Martin,10,89.761364,42,88.947998,2,HARD,27.0,0.11,False
ALO,Aston Martin,10,89.761364,43,89.638,2,HARD,28.0,0.11,False
ALO,Aston Martin,10,89.761364,44,89.129997,2,HARD,29.0,0.11,False
ALO,Aston Martin,10,89.761364,45,89.355003,2,HARD,30.0,0.11,False
ALO,Aston Martin,10,89.761364,46,89.235001,2,HARD,31.0,0.11,False
ALO,Aston Martin,10,89.761364,47,89.120003,2,HARD,32.0,0.11,False
ALO,Aston Martin,10,89.761364,48,89.445999,2,HARD,33.0,0.11,False
ALO,Aston Martin,10,89.761364,49,89.32,2,HARD,34.0,0.11,False
ALO,Aston Martin,10,89.761364,50,89.005997,2,HARD,35.0,0.11,False
ALO,Aston Martin,10,89.761364,51,88.514,2,HARD,36.0,0.11,False
ALO,Aston Martin,10,89.761364,52,89.084999,2,HARD,37.0,0.11,False
ALO,Aston Martin,10,89.761364,53,88.556999,2,HARD,38.0,0.11,False
ALO,Aston Martin,10,89.761364,54,88.278999,2,HARD,39.0,0.11,False
ALO,Aston Martin,10,89.761364,55,88.392998,2,HARD,40.0,0.11,False
ALO,Aston Martin,10,89.761364,56,88.777,2,HARD,41.0,0.11,False
ALO,Aston Martin,10,89.761364,57,89.115997,2,HARD,42.0,0.11,False
ALO,Aston Martin,10,89.761364,58,89.246002,2,HARD,43.0,0.11,False
OCO,Haas F1 Team,11,89.771164,2,90.503998,1,MEDIUM,2.0,-0.11,False
OCO,Haas F1 Team,11,89.771164,3,90.306,1,MEDIUM,3.0,-0.11,False
OCO,Haas F1 Team,11,89.771164,4,90.5,1,MEDIUM,4.0,-0.11,False
OCO,Haas F1 Team,11,89.771164,5,90.163002,1,MEDIUM,5.0,-0.11,False
OCO,Haas F1 Team,11,89.771164,6,90.487,1,MEDIUM,6.0,-0.11,False
OCO,Haas F1 Team,11,89.771164,7,90.394997,1,MEDIUM,7.0,-0.11,False
OCO,Haas F1 Team,11,89.771164,8,90.429001,1,MEDIUM,8.0,-0.11,False
OCO,Haas F1 Team,11,89.771164,9,90.144997,1,MEDIUM,9.0,-0.11,False
OCO,Haas F1 Team,11,89.771164,10,90.332001,1,MEDIUM,10.0,-0.11,False
OCO,Haas F1 Team,11,89.771164,11,90.858002,1,MEDIUM,11.0,-0.11,False
OCO,Haas F1 Team,11,89.771164,12,90.786003,1,MEDIUM,12.0,-0.11,False
OCO,Haas F1 Team,11,89.771164,13,91.075996,1,MEDIUM,13.0,-0.11,False
OCO,Haas F1 Team,11,89.771164,14,91.022003,1,MEDIUM,14.0,-0.11,False
OCO,Haas F1 Team,11,89.771164,15,90.246002,1,MEDIUM,15.0,-0.11,False
OCO,Haas F1 Team,11,89.771164,16,90.827003,1,MEDIUM,16.0,-0.11,False
OCO,Haas F1 Team,11,89.771164,17,90.949997,1,MEDIUM,17.0,-0.11,False
OCO,Haas F1 Team,11,89.771164,18,91.014,1,MEDIUM,18.0,-0.11,False
OCO,Haas F1 Team,11,89.771164,21,88.754997,2,HARD,2.0,0.11,False
OCO,Haas F1 Team,11,89.771164,22,88.739998,2,HARD,3.0,0.11,False
OCO,Haas F1 Team,11,89.771164,23,88.882004,2,HARD,4.0,0.11,False
OCO,Haas F1 Team,11,89.771164,24,89.021004,2,HARD,5.0,0.11,False
OCO,Haas F1 Team,11,89.771164,25,89.117996,2,HARD,6.0,0.11,False
OCO,Haas F1 Team,11,89.771164,26,89.467003,2,HARD,7.0,0.11,False
OCO,Haas F1 Team,11,89.771164,27,89.688004,2,HARD,8.0,0.11,False
OCO,Haas F1 Team,11,89.771164,28,90.468002,2,HARD,9.0,0.11,False
OCO,Haas F1 Team,11,89.771164,29,90.769997,2,HARD,10.0,0.11,False
OCO,Haas F1 Team,11,89.771164,30,90.280998,2,HARD,11.0,0.11,False
OCO,Haas F1 Team,11,89.771164,31,90.598999,2,HARD,12.0,0.11,False
OCO,Haas F1 Team,11,89.771164,32,89.135002,2,HARD,13.0,0.11,False
OCO,Haas F1 Team,11,89.771164,33,89.818001,2,HARD,14.0,0.11,False
OCO,Haas F1 Team,11,89.771164,34,89.348,2,HARD,15.0,0.11,False
OCO,Haas F1 Team,11,89.771164,35,89.475998,2,HARD,16.0,0.11,False
OCO,Haas F1 Team,11,89.771164,36,89.531998,2,HARD,17.0,0.11,False
OCO,Haas F1 Team,11,89.771164,37,90.25,2,HARD,18.0,0.11,False
OCO,Haas F1 Team,11,89.771164,38,89.730003,2,HARD,19.0,0.11,False
OCO,Haas F1 Team,11,89.771164,39,90.116997,2,HARD,20.0,0.11,False
OCO,Haas F1 Team,11,89.771164,40,90.109001,2,HARD,21.0,0.11,False
OCO,Haas F1 Team,11,89.771164,41,89.434998,2,HARD,22.0,0.11,False
OCO,Haas F1 Team,11,89.771164,42,89.244003,2,HARD,23.0,0.11,True
OCO,Haas F1 Team,11,89.771164,43,89.522003,2,HARD,24.0,0.11,False
OCO,Haas F1 Team,11,89.771164,44,89.244003,2,HARD,25.0,0.11,True
OCO,Haas F1 Team,11,89.771164,45,89.160004,2,HARD,26.0,0.11,False
OCO,Haas F1 Team,11,89.771164,46,89.190002,2,HARD,27.0,0.11,False
OCO,Haas F1 Team,11,89.771164,47,89.157997,2,HARD,28.0,0.11,False
OCO,Haas F1 Team,11,89.771164,48,89.661003,2,HARD,29.0,0.11,False
OCO,Haas F1 Team,11,89.771164,49,89.334,2,HARD,30.0,0.11,False
OCO,Haas F1 Team,11,89.771164,50,88.934998,2,HARD,31.0,0.11,False
OCO,Haas F1 Team,11,89.771164,51,88.995003,2,HARD,32.0,0.11,False
OCO,Haas F1 Team,11,89.771164,52,89.404999,2,HARD,33.0,0.11,False
OCO,Haas F1 Team,11,89.771164,53,89.232002,2,HARD,34.0,0.11,False
OCO,Haas F1 Team,11,89.771164,54,88.662003,2,HARD,35.0,0.11,False
OCO,Haas F1 Team,11,89.771164,55,88.719002,2,HARD,36.0,0.11,False
OCO,Haas F1 Team,11,89.771164,56,88.654999,2,HARD,37.0,0.11,False
OCO,Haas F1 Team,11,89.771164,57,88.75,2,HARD,38.0,0.11,False
OCO,Haas F1 Team,11,89.771164,58,88.768997,2,HARD,39.0,0.11,False
STR,Aston Martin,12,89.828764,2,91.582001,1,HARD,3.0,-0.11,False
STR,Aston Martin,12,89.828764,3,90.319,1,HARD,4.0,-0.11,False
STR,Aston Martin,12,89.828764,4,90.773003,1,HARD,5.0,-0.11,False
STR,Aston Martin,12,89.828764,5,90.458,1,HARD,6.0,-0.11,False
STR,Aston Martin,12,89.828764,6,90.188004,1,HARD,7.0,-0.11,False
STR,Aston Martin,12,89.828764,7,90.391998,1,HARD,8.0,-0.11,False
STR,Aston Martin,12,89.828764,8,90.439003,1,HARD,9.0,-0.11,False
STR,Aston Martin,12,89.828764,9,89.719002,1,HARD,10.0,-0.11,False
STR,Aston Martin,12,89.828764,10,90.275002,1,HARD,11.0,-0.11,False
STR,Aston Martin,12,89.828764,11,90.698997,1,HARD,12.0,-0.11,False
STR,Aston Martin,12,89.828764,12,91.169998,1,HARD,13.0,-0.11,False
STR,Aston Martin,12,89.828764,13,91.153,1,HARD,14.0,-0.11,False
STR,Aston Martin,12,89.828764,14,90.914001,1,HARD,15.0,-0.11,False
STR,Aston Martin,12,89.828764,15,90.931,1,HARD,16.0,-0.11,False
STR,Aston Martin,12,89.828764,16,90.384003,1,HARD,17.0,-0.11,False
STR,Aston Martin,12,89.828764,17,90.914001,1,HARD,18.0,-0.11,False
STR,Aston Martin,12,89.828764,18,91.422997,1,HARD,19.0,-0.11,False
STR,Aston Martin,12,89.828764,19,91.800003,1,HARD,20.0,-0.11,False
STR,Aston Martin,12,89.828764,20,91.778999,1,HARD,21.0,-0.11,False
STR,Aston Martin,12,89.828764,21,92.001999,1,HARD,22.0,-0.11,False
STR,Aston Martin,12,89.828764,22,90.667999,1,HARD,23.0,-0.11,False
STR,Aston Martin,12,89.828764,23,89.973,1,HARD,24.0,-0.11,False
STR,Aston Martin,12,89.828764,24,89.972,1,HARD,25.0,-0.11,False
STR,Aston Martin,12,89.828764,25,89.853996,1,HARD,26.0,-0.11,False
STR,Aston Martin,12,89.828764,26,89.788002,1,HARD,27.0,-0.11,False
STR,Aston Martin,12,89.828764,27,89.987,1,HARD,28.0,-0.11,False
STR,Aston Martin,12,89.828764,28,89.860001,1,HARD,29.0,-0.11,True
STR,Aston Martin,12,89.828764,29,89.926003,1,HARD,30.0,-0.11,False
STR,Aston Martin,12,89.828764,30,90.175003,1,HARD,31.0,-0.11,False
STR,Aston Martin,12,89.828764,31,89.958,1,HARD,32.0,-0.11,False
STR,Aston Martin,12,89.828764,32,90.238998,1,HARD,33.0,-0.11,False
STR,Aston Martin,12,89.828764,33,89.972,1,HARD,34.0,-0.11,False
STR,Aston Martin,12,89.828764,34,89.825996,1,HARD,35.0,-0.11,False
STR,Aston Martin,12,89.828764,35,90.003998,1,HARD,36.0,-0.11,False
STR,Aston Martin,12,89.828764,36,90.002998,1,HARD,37.0,-0.11,False
STR,Aston Martin,12,89.828764,37,89.839996,1,HARD,38.0,-0.11,False
STR,Aston Martin,12,89.828764,38,89.985001,1,HARD,39.0,-0.11,False
STR,Aston Martin,12,89.828764,39,90.218002,1,HARD,40.0,-0.11,False
STR,Aston Martin,12,89.828764,40,90.278,1,HARD,41.0,-0.11,False
STR,Aston Martin,12,89.828764,41,90.028999,1,HARD,42.0,-0.11,False
STR,Aston Martin,12,89.828764,44,87.917999,2,MEDIUM,3.0,0.11,False
STR,Aston Martin,12,89.828764,45,88.112999,2,MEDIUM,4.0,0.11,False
STR,Aston Martin,12,89.828764,46,88.288002,2,MEDIUM,5.0,0.11,False
STR,Aston Martin,12,89.828764,47,87.742996,2,MEDIUM,6.0,0.11,False
STR,Aston Martin,12,89.828764,48,88.427002,2,MEDIUM,7.0,0.11,False
STR,Aston Martin,12,89.828764,49,87.948997,2,MEDIUM,8.0,0.11,False
STR,Aston Martin,12,89.828764,50,88.065002,2,MEDIUM,9.0,0.11,False
STR,Aston Martin,12,89.828764,51,87.838997,2,MEDIUM,10.0,0.11,False
STR,Aston Martin,12,89.828764,52,87.625999,2,MEDIUM,11.0,0.11,False
STR,Aston Martin,12,89.828764,53,88.657997,2,MEDIUM,12.0,0.11,False
STR,Aston Martin,12,89.828764,54,88.950996,2,MEDIUM,13.0,0.11,False
STR,Aston Martin,12,89.828764,55,88.045998,2,MEDIUM,14.0,0.11,False
STR,Aston Martin,12,89.828764,56,87.952003,2,MEDIUM,15.0,0.11,False
STR,Aston Martin,12,89.828764,57,88.109001,2,MEDIUM,16.0,0.11,False
STR,Aston Martin,12,89.828764,58,89.028999,2,MEDIUM,17.0,0.11,False
COL,Alpine,13,89.852442,2,92.07,1,MEDIUM,2.0,-0.22,False
COL,Alpine,13,89.852442,3,91.303001,1,MEDIUM,3.0,-0.22,False
COL,Alpine,13,89.852442,4,90.845001,1,MEDIUM,4.0,-0.22,False
COL,Alpine,13,89.852442,5,90.989998,1,MEDIUM,5.0,-0.22,False
COL,Alpine,13,89.852442,6,91.223999,1,MEDIUM,6.0,-0.22,False
COL,Alpine,13,89.852442,7,90.610001,1,MEDIUM,7.0,-0.22,False
COL,Alpine,13,89.852442,8,90.700996,1,MEDIUM,8.0,-0.22,False
COL,Alpine,13,89.852442,9,90.551003,1,MEDIUM,9.0,-0.22,False
COL,Alpine,13,89.852442,10,90.836998,1,MEDIUM,10.0,-0.22,False
COL,Alpine,13,89.852442,11,90.884003,1,MEDIUM,11.0,-0.22,False
COL,Alpine,13,89.852442,12,91.462997,1,MEDIUM,12.0,-0.22,False
COL,Alpine,13,89.852442,13,91.563004,1,MEDIUM,13.0,-0.22,False
COL,Alpine,13,89.852442,14,91.198997,1,MEDIUM,14.0,-0.22,False
COL,Alpine,13,89.852442,17,89.847,2,HARD,2.0,0.0,False
COL,Alpine,13,89.852442,18,89.822998,2,HARD,3.0,0.0,False
COL,Alpine,13,89.852442,19,89.711998,2,HARD,4.0,0.0,False
COL,Alpine,13,89.852442,20,89.698997,2,HARD,5.0,0.0,False
COL,Alpine,13,89.852442,21,89.43,2,HARD,6.0,0.0,False
COL,Alpine,13,89.852442,22,89.627998,2,HARD,7.0,0.0,False
COL,Alpine,13,89.852442,23,89.717003,2,HARD,8.0,0.0,False
COL,Alpine,13,89.852442,24,89.851997,2,HARD,9.0,0.0,False
COL,Alpine,13,89.852442,25,90.138,2,HARD,10.0,0.0,True
COL,Alpine,13,89.852442,26,89.652,2,HARD,11.0,0.0,True
COL,Alpine,13,89.852442,27,89.542999,2,HARD,12.0,0.0,False
COL,Alpine,13,89.852442,28,89.838997,2,HARD,13.0,0.0,False
