axis_index,driver,team,lap,stint,compound,tyre_age,straight_id,max_speed_kph,p95_speed_kph,full_throttle_distance_share,drs_distance_share,acceleration_150_250_kph_per_100m,segment_time_s,segment_distance_m,feature_role
154,ANT,Mercedes,50,2,MEDIUM,18.0,S01,281.7751770019531,281.4816589355469,1.0,0.0,,0.9569008299017177,73.66856487590225,observed_straight_speed_control_proxy_not_engine_power_or_drag
154,ANT,Mercedes,50,2,MEDIUM,18.0,S02,296.8704833984375,296.78473510742185,0.8260869565217391,0.0,,1.4110801376293958,115.7648876621321,observed_straight_speed_control_proxy_not_engine_power_or_drag
154,ANT,Mercedes,50,2,MEDIUM,18.0,S03,313.0,312.46626434326174,0.9368421052631579,0.0,47.573543724854375,13.261882824581242,994.5256258246802,observed_straight_speed_control_proxy_not_engine_power_or_drag
154,ANT,Mercedes,50,2,MEDIUM,18.0,S04,296.96063232421875,296.0800415039063,1.0,0.0,,2.9233311416109564,231.5297753242642,observed_straight_speed_control_proxy_not_engine_power_or_drag
154,ANT,Mercedes,50,2,MEDIUM,18.0,S05,250.0,250.0,1.0,0.0,26.94741753170668,1.9605165734699792,131.55100870696828,observed_straight_speed_control_proxy_not_engine_power_or_drag
154,ANT,Mercedes,50,2,MEDIUM,18.0,S06,281.0,279.984228515625,0.975,0.0,41.17035583155217,6.422478120027042,415.7011875140198,observed_straight_speed_control_proxy_not_engine_power_or_drag
155,ANT,Mercedes,51,2,MEDIUM,19.0,S01,282.1553649902344,281.76332397460936,1.0,0.0,,0.9540265556313449,73.80260170010513,observed_straight_speed_control_proxy_not_engine_power_or_drag
155,ANT,Mercedes,51,2,MEDIUM,19.0,S02,295.0,295.0,0.6521739130434783,0.0,,1.4344723945267241,115.97551695730805,observed_straight_speed_control_proxy_not_engine_power_or_drag
155,ANT,Mercedes,51,2,MEDIUM,19.0,S03,312.0,311.8917709350586,0.8631578947368421,0.0,42.873295834395044,13.197178395078556,996.3351229514191,observed_straight_speed_control_proxy_not_engine_power_or_drag
155,ANT,Mercedes,51,2,MEDIUM,19.0,S04,303.0,303.0,1.0,1.0,,2.876273943096552,231.9510339146161,observed_straight_speed_control_proxy_not_engine_power_or_drag
155,ANT,Mercedes,51,2,MEDIUM,19.0,S05,252.0,248.9879913330078,1.0,0.0,22.486950465679985,2.019262614592651,131.79036017875916,observed_straight_speed_control_proxy_not_engine_power_or_drag
155,ANT,Mercedes,51,2,MEDIUM,19.0,S06,281.55218505859375,281.0,0.9125,0.0,51.18248216147532,6.6379544775395845,416.4575381648789,observed_straight_speed_control_proxy_not_engine_power_or_drag
156,ANT,Mercedes,52,2,MEDIUM,20.0,S01,280.9800109863281,280.6427429199219,1.0,0.0,,0.9564324425970019,73.45867733699085,observed_straight_speed_control_proxy_not_engine_power_or_drag
156,ANT,Mercedes,52,2,MEDIUM,20.0,S02,298.98748779296875,298.7892181396484,0.6521739130434783,0.0,,1.4104145633104022,115.4350643866999,observed_straight_speed_control_proxy_not_engine_power_or_drag
156,ANT,Mercedes,52,2,MEDIUM,20.0,S03,316.0,315.47358856201174,0.9368421052631579,0.0,43.77285750830034,13.285518262650967,991.6921440493763,observed_straight_speed_control_proxy_not_engine_power_or_drag
156,ANT,Mercedes,52,2,MEDIUM,20.0,S04,295.5176086425781,294.9536437988281,1.0,0.0,,2.9116804589784286,230.8701287733998,observed_straight_speed_control_proxy_not_engine_power_or_drag
