driver,lap,reference_green_median,reference_traffic_ratio,reference_target_role,position,missing,lap_frac,switches,observed_time_s,telemetry_samples,circuit_length_estimate_m,audited_traffic_ratio,audited_definition,cur_1.5,cur_1.75,cur_2.0,cur_2.25,cur_2.5,cur_q1,cur_q5,cur_q9,cross_1.5,cross_1.75,cross_2.0,cross_2.25,cross_2.5,cross_q1,cross_q5,cross_q9,ahead_1.5,ahead_1.75,ahead_2.0,ahead_2.25,ahead_2.5,ahead_q1,ahead_q5,ahead_q9,visual_prediction
PIA,21,241.0,0.0,image_color_derived_proxy,1.0,0.0,0.3684210526315789,0.0,86.08000183105469,647,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,50.33434772491455,51.17632341384888,52.100186586380005,0.0,0.0,0.0,0.0,0.0,38.89095641359935,49.28357136503708,78.36099325304289,0.007043483381835025
PIA,22,240.0,0.00403182610000016,image_color_derived_proxy,1.0,0.0,0.38596491228070173,0.0,85.99200439453125,656,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,48.78589630126953,49.722898721694946,50.36692237854004,0.0,0.0,0.0,0.0,0.0,37.94279463421783,47.736710514365505,75.04291711311565,0.007032045440267476
PIA,23,240.0,0.00403182610000016,image_color_derived_proxy,1.0,0.0,0.40350877192982454,0.0,85.97900390625,644,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,46.588146448135376,47.73511624336243,48.451096057891846,0.0,0.0,0.0,0.0,0.0,36.742674828708004,45.61987662327273,70.88201935574531,0.007020607498699816
PIA,24,240.0,0.00403182610000016,image_color_derived_proxy,2.0,0.0,0.42105263157894735,0.001466275659824047,90.63400268554688,683,5369.57421875,0.010040422304492246,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.007061444933238381,0.008837770358884741,0.008837770358884741,0.01103338670222348,0.01103338670222348,0.13555695859691766,2.1608734130859375,3.619519158858287,0.010040422304492246,0.010040422304492246,0.010040422304492246,0.010040422304492246,0.010040422304492246,44.79600811004639,45.98016571998596,46.66328978538513,0.010040422304492246,0.010040422304492246,0.010040422304492246,0.010040422304492246,0.010040422304492246,35.81844301064422,43.647970572276655,69.03994022120254,0.016351971646650143
PIA,25,240.0,0.00403182610000016,image_color_derived_proxy,5.0,0.0,0.43859649122807015,0.005063291139240506,108.06300354003906,791,5369.57421875,0.08279429124852425,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.009438942323917043,0.009438942323917043,0.010752992403152943,0.01257600765431656,0.015555737863944692,4.069744646990741,5.965792270876327,27.279834293413767,0.06540628935584311,0.07539119416827156,0.08279429124852425,0.09316787637970934,0.10816836767689204,2.4548499584198,6.022714614868164,6.629251956939697,0.06540628935584311,0.07539119416827156,0.08392326208056264,0.09352877727136209,0.10816836767689204,2.4143403789001274,5.814590755114978,10.08799189755936,0.0739086260793923
PIA,26,240.0,0.00403182610000016,image_color_derived_proxy,4.0,0.0,0.45614035087719296,0.0016181229773462784,85.06599998474121,619,5369.57421875,0.009404464661302566,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.021642020083686472,0.026344252414337757,0.032445395233798864,0.03620718081804507,0.057837506434829614,2.9800720844072166,4.14453603515625,6.038420707630844,0.007523568365744202,0.007523568365744202,0.009404464661302566,0.010580021342591282,0.010580021342591282,4.124348878860474,4.70487904548645,5.611021518707275,0.007523568365744202,0.007523568365744202,0.009404464661302566,0.010580021342591282,0.010580021342591282,3.526119768049215,4.494253797400403,7.047905941875827,0.013223586388097508
PIA,27,240.0,0.00403182610000016,image_color_derived_proxy,4.0,0.0,0.47368421052631576,0.0,85.09099578857422,618,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.010800187607924543,0.04278953993469228,0.08366339261369561,0.14774765138172555,0.38371857596403924,2.084197382566308,2.6391782196909794,4.0621580824624175,0.0,0.0,0.0,0.0,0.1028310021467676,2.483675718307495,2.8414649963378906,3.9500718116760254,0.0,0.0,0.0,0.08017297873845596,0.2584174082652032,2.26886209166122,2.902405364716793,4.456212171554675,0.0
PIA,28,124.0,0.5592091485000001,image_color_derived_proxy,4.0,0.0,0.49122807017543857,0.0,85.40799713134766,643,5369.57421875,0.6933542359765161,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.4261427242534948,0.5828611058977826,0.693822581330976,0.7912373486959825,0.8938038591295426,1.1540000319781172,1.6333057424590767,2.5029576731642003,0.49640545345223236,0.6188764544181448,0.6933542359765161,0.8909821072612082,1.0,1.0074644088745117,1.5075864791870117,2.3230671882629395,0.5191550888343726,0.5739040896246644,0.7171927448571842,0.8151343567794357,0.9058753354408381,1.107772896663654,1.4659689056143053,2.4529048441992454,0.6855973857874335
PIA,29,34.0,0.9899501745000001,image_color_derived_proxy,4.0,0.0,0.5087719298245614,0.0,85.83499908447266,625,5369.57421875,1.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.9957942563606805,0.9957942563606805,0.9957942563606805,0.9957942563606805,0.9957942563606805,0.27875321179100393,0.502421047813014,1.0336757020692569,1.0,1.0,1.0,1.0,1.0,0.5629973411560059,0.6896064281463623,1.1142592430114746,1.0,1.0,1.0,1.0,1.0,0.5650963640596031,0.6829638962973978,1.1596842266707763,0.9996506691380449
PIA,30,52.0,0.9038019693000001,image_color_derived_proxy,3.0,0.0,0.5263157894736842,0.0016025641025641025,85.6989974975586,625,5369.57421875,1.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.19604669419063775,0.4704373169942122,0.7882705720889847,0.9341182366701701,0.9838154654582689,1.133374990735735,1.774975349533726,2.187110065893034,0.09738736696365864,0.356830255292142,1.0,1.0,1.0,1.5482017993927002,1.8254551887512207,1.9252517223358154,0.16275571790638063,0.4873802484861439,0.8639657255456572,0.9607929998195454,0.9962660042221225,1.4111106911351612,1.7537477722452974,2.1065458903112084,0.8769212231498019
PIA,31,33.0,0.9947361859,image_color_derived_proxy,3.0,0.0,0.543859649122807,0.0,85.67500305175781,625,5369.57421875,1.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.8111117763919159,0.9656142336657496,0.9917711900080716,0.9931601983729331,0.9931601983729331,1.0968534197126116,1.2842671753423898,1.58240637141753,0.9107674496068157,1.0,1.0,1.0,1.0,1.0426669120788574,1.2959721088409424,1.4973225593566895,0.8909016497223764,0.9883163129049901,1.0,1.0,1.0,1.0272707778544348,1.274074959285755,1.5072666479735437,1.0
